packet_id,case_id,doctor_model,terminal_status,turns_completed,workspace_turn_count,primary_friction,friction_intensity,friction_capability_composite_median4,careloop_real_world_robustness_median4,fcc_minus_crwr,clinical_error_gate_median4,fcc_judge_sd,fcc_judge_range,crwr_judge_sd,crwr_judge_range,ordinal_grade_median4,domain_information_repair_median4,domain_constraint_navigation_median4,domain_dynamic_reprioritization_median4,domain_execution_loop_repair_median4,domain_state_sensitive_communication_median4,domain_bounded_closure_continuity_median4,review_order_low_crwr,review_order_large_safety_gap,review_order_high_judge_dispersion
case_CL120_EHR_066__anon_de842ceb1378df06,case_CL120_EHR_066,GPT-5.4,closed_success,9,1,low_adherence_or_refusal,moderate,0.83,0.655,0.175,0.875,0.1134680572,0.32,0.157018112,0.385,3.5,0.575,1,,,1,,705,439,829
case_CL120_EHR_076__anon_e7ae3437754b0507,case_CL120_EHR_076,GPT-5.4,closed_success,9,0,low_adherence_or_refusal,moderate,0.83,0.655,0.175,0.875,0.1134680572,0.32,0.157018112,0.385,3.5,0.575,1,,,1,,706,440,830
case_CL120_EHR_005__anon_96315ba8311d3586,case_CL120_EHR_005,GPT-5.4,closed_success,7,0,delayed_or_staged_result_return,light,0.7534090909,0.6559659091,0.09744318182,1,0.1377659313,0.3852272727,0.1504675773,0.3852272727,4.5,0.6,1,,,,0.8625,707,756,704
case_CL120_EHR_082__anon_add0f46a8e4d0f32,case_CL120_EHR_082,GPT-5.6 Sol,closed_success,5,2,medication_confusion_or_execution_failure,moderate,0.7416666667,0.65625,0.08541666667,0.875,0.1618442967,0.425,0.2167636752,0.5354166667,3.5,0.5083333333,0.975,,,,,708,826,581
case_CL120_EHR_112__anon_66373e8859cf80d8,case_CL120_EHR_112,GPT-5.4,closed_success,7,2,medication_confusion_or_execution_failure,moderate,0.7416666667,0.65625,0.08541666667,1,0.1359604467,0.3583333333,0.1631763436,0.3583333333,4.5,0.5083333333,1,,,,,709,828,714
case_CL120_EHR_004__anon_6242dc72a7c203d9,case_CL120_EHR_004,GPT-5.4,closed_success,6,1,document_or_image_quality_problem,light,0.7691428571,0.6566428571,0.1125,0.875,0.1710238123,0.4048214286,0.2814308806,0.7916875,2.5,0.6,0.9,1,,,0.7825,710,652,540
case_CL120_EHR_077__anon_078471e4e3d5e674,case_CL120_EHR_077,Qwen3.8-Max,closed_success,9,3,external_system_gap,moderate,0.7754464286,0.6572544643,0.1181919643,0.75,0.31641896,0.8298214286,0.2640613839,0.6594196429,2,,1,0.7875,0.5,,0.83125,711,611,104
case_CL120_EHR_104__anon_d161b4feb3f83c1e,case_CL120_EHR_104,DeepSeek-V4-Pro,closed_success,6,4,document_or_image_quality_problem,light,0.75,0.6573863636,0.09261363636,0.875,0.1223518564,0.3340909091,0.1800358194,0.4642045455,3,0.55,,0.75,0.95,,,712,779,784
case_CL120_EHR_109__anon_cefe31832ca55061,case_CL120_EHR_109,DeepSeek-V3.2,closed_success,9,5,cost_transport_or_work_barrier,light,0.7667692308,0.6578894231,0.1088798077,0.75,0.2051098861,0.5336538462,0.1559826738,0.4002403846,2,,0.65,,0.9,0.65,0.9375,713,676,418
case_CL120_EHR_026__anon_5af9a0e6559bb533,case_CL120_EHR_026,Qwen3.8-Max,open_at_100,100,1,low_adherence_or_refusal,moderate,0.8416666667,0.6583333333,0.1833333333,0.875,0.1511529762,0.3833333333,0.2627540933,0.7375,3,0.6833333333,1,,,,,714,421,638
case_CL120_EHR_118__anon_cbab10a833ec38d0,case_CL120_EHR_118,DeepSeek-V3.2,closed_success,39,10,misstated_family_or_patient_information,heavy,0.6583333333,0.6583333333,0,1,0.1702204037,0.4238095238,0.2071349461,0.5297619048,3.5,0.5333333333,,0.825,,,,715,1198,542
case_CL120_EHR_090__anon_cbc633037c700f48,case_CL120_EHR_090,GPT-5.4,closed_success,14,0,privacy_stigma_or_sensitive_history,light,0.7142857143,0.6607142857,0.05357142857,0.875,0.2857142857,0.5714285714,0.3392857143,0.6785714286,3.5,0.575,0.6,,0.95,0.75,,716,936,186
case_CL120_EHR_037__anon_2a470af9be1380a2,case_CL120_EHR_037,Kimi K2,closed_success,39,6,external_system_gap,light,0.9625,0.661875,0.300625,0.675,0.04208127058,0.09166666667,0.3395895961,0.6820833333,3,0.95,1,,,,,717,154,1152
case_CL120_EHR_069__anon_7b3b7f0f8173ec85,case_CL120_EHR_069,Kimi K2,closed_success,22,5,cost_transport_or_work_barrier,extreme,0.7989807692,0.6634615385,0.1355192308,0.875,0.1857223491,0.4,0.2806538752,0.7799442308,3.5,,0.975,,0.65,1,1,718,541,483
case_CL120_EHR_114__anon_b81e83274e958135,case_CL120_EHR_114,GPT-5.6 Sol,closed_success,6,1,document_or_image_quality_problem,moderate,0.8443181818,0.6634943182,0.1808238636,0.75,0.04612695129,0.1193181818,0.08504677264,0.2335227273,2,0.8,,0.94375,0.9,,,719,425,1139
case_CL120_EHR_112__anon_8b6d233cbd997574,case_CL120_EHR_112,GLM-5,closed_success,9,6,medication_confusion_or_execution_failure,moderate,0.7416666667,0.6645833333,0.07708333333,0.875,0.1693917837,0.4083333333,0.2383545254,0.5395833333,3.5,0.5083333333,0.975,,,,,720,863,549
case_CL120_EHR_023__anon_05d8a49792dcb7bc,case_CL120_EHR_023,Qwen3.8-Max,closed_success,25,2,caregiver_conflict_or_fatigue,light,0.9706730769,0.6647355769,0.3059375,0.675,0.08411503893,0.2057692308,0.348612667,0.7220192308,3,0.975,1,0.90625,,1,,721,148,987
case_CL120_EHR_103__anon_9377166a90a1f713,case_CL120_EHR_103,GPT-5.6 Sol,closed_success,8,1,caregiver_conflict_or_fatigue,heavy,0.7611538462,0.6650961538,0.09605769231,0.875,0.1452913569,0.4076923077,0.2082330645,0.5557692308,3.5,0.4,0.975,,,0.7875,1,722,764,664
case_CL120_EHR_109__anon_2fcd549c90ddc193,case_CL120_EHR_109,Doubao-Seed-2.0-lite,closed_success,5,2,cost_transport_or_work_barrier,light,0.7754807692,0.6662259615,0.1092548077,0.875,0.2428302277,0.6192307692,0.1597583657,0.3872596154,2.5,,0.625,,0.9,0.4375,0.9375,723,673,308
case_CL120_EHR_077__anon_87ad42acd64cf113,case_CL120_EHR_077,Kimi K2,closed_success,6,2,external_system_gap,moderate,0.8901785714,0.6676339286,0.2225446429,0.875,0.141754077,0.3776785714,0.1528909097,0.3776785714,3.5,,0.95,0.8875,0.95,,0.9375,724,334,684
case_CL120_EHR_115__anon_e109c31f09781fc9,case_CL120_EHR_115,DeepSeek-V3.2,closed_success,14,5,delayed_or_staged_result_return,moderate,0.8586964286,0.6681473214,0.1905491071,0.875,0.1147849819,0.3214285714,0.1501344271,0.3696785714,3.5,1,,0.90625,0.9,,0.8025,725,404,823
case_CL120_EHR_115__anon_527bbfb7e0e82afc,case_CL120_EHR_115,Qwen3-30B-A3B-Instruct-2507,closed_success,19,12,delayed_or_staged_result_return,moderate,0.7883928571,0.6689732143,0.1194196429,0.875,0.223311461,0.5307142857,0.3005422723,0.83575,3.5,0.75,,0.675,0.95,,1,726,603,373
case_CL120_EHR_087__anon_8968c7b92a3fba2b,case_CL120_EHR_087,Doubao-Seed-2.0-lite,closed_success,22,1,external_system_gap,light,0.7590535714,0.6692901786,0.08976339286,0.875,0.08732111634,0.2304642857,0.1647421334,0.3853482143,3.5,,0.725,0.86875,0.925,,0.7985,727,800,970
case_CL120_EHR_081__anon_67381706d1a95b76,case_CL120_EHR_081,DeepSeek-V3.2,closed_success,6,5,incomplete_patient_information,moderate,0.67,0.67,0,1,0.1094356974,0.2975,0.1576920952,0.4225,4.5,0.575,,0.41875,,,1,728,1140,854
case_CL120_EHR_007__anon_9172d00587ce69fe,case_CL120_EHR_007,Qwen3.8-Max,closed_success,7,4,external_system_gap,moderate,0.9875,0.670625,0.316875,0.675,0.02072890494,0.05,0.3315769318,0.6675,2.5,0.975,1,,,,,729,125,1187
case_CL120_EHR_008__anon_a755899e27dd1786,case_CL120_EHR_008,DeepSeek-V3.2,closed_success,10,6,misstated_family_or_patient_information,moderate,0.9875,0.670625,0.316875,0.675,0.06574889099,0.1583333333,0.3414405375,0.7054166667,3,0.975,1,,,,,730,126,1075
case_CL120_EHR_012__anon_9d53d1a3b64499a7,case_CL120_EHR_012,GPT-5.4,closed_success,49,1,medication_confusion_or_execution_failure,moderate,0.9875,0.670625,0.316875,0.675,0.0125,0.025,0.329375,0.65875,3,0.975,1,,,,,731,127,1192
case_CL120_EHR_061__anon_4d249e9d6e067b17,case_CL120_EHR_061,GLM-5,closed_success,10,5,incomplete_patient_information,moderate,0.8291666667,0.6708333333,0.1583333333,1,0.1567215108,0.4166666667,0.2500513836,0.685,5,0.8666666667,0.825,,,,,732,484,607
case_CL120_EHR_110__anon_ce923bbd98545457,case_CL120_EHR_110,GPT-5.6 Sol,closed_success,6,2,privacy_stigma_or_sensitive_history,moderate,0.8946428571,0.6709821429,0.2236607143,0.75,0.3542966948,0.8821428571,0.3472692878,0.95875,2,0.95,0.975,,0.9,0.6125,,733,331,45
case_CL120_EHR_012__anon_cbe3135baf7c0bb9,case_CL120_EHR_012,Doubao-Seed-2.0-lite,closed_success,18,1,medication_confusion_or_execution_failure,moderate,0.8416666667,0.671875,0.1697916667,0.75,0.0646505027,0.1583333333,0.1048040396,0.2541666667,2,0.7083333333,0.975,,,,,734,460,1080
case_CL120_EHR_017__anon_58b12dee59247686,case_CL120_EHR_017,Doubao-Seed-2.0-lite,closed_success,73,3,external_system_gap,heavy,0.7716666667,0.671875,0.09979166667,1,0.2542117446,0.6966666667,0.2518804926,0.6966666667,3.5,0.55,0.825,,0.975,,0.725,735,740,275
case_CL120_EHR_109__anon_c0b242232b2bca79,case_CL120_EHR_109,Kimi K2,closed_success,6,2,cost_transport_or_work_barrier,light,0.7710961538,0.6723125,0.09878365385,0.875,0.1119462915,0.2914615385,0.2728419964,0.7520115385,3.5,,0.975,,0.85,0.925,0.64975,736,749,836
case_CL120_EHR_062__anon_170acdd499ef09c5,case_CL120_EHR_062,Kimi K2,closed_success,5,2,medication_confusion_or_execution_failure,moderate,0.7666666667,0.6729166667,0.09375,0.875,0.08194150183,0.2083333333,0.1307561393,0.34375,3.5,0.5333333333,1,,,,,737,772,999
case_CL120_EHR_072__anon_40ac3de8a10827da,case_CL120_EHR_072,DeepSeek-V4-Pro,closed_success,10,2,medication_confusion_or_execution_failure,light,0.7958333333,0.6729166667,0.1229166667,0.875,0.1017852792,0.2666666667,0.1649480071,0.41875,3.5,0.5916666667,1,,,,,738,579,894
case_CL120_EHR_073__anon_56a3f1d1a247e037,case_CL120_EHR_073,GLM-5,closed_success,11,8,caregiver_conflict_or_fatigue,light,0.7718653846,0.6741490385,0.09771634615,0.875,0.1511875256,0.4266538462,0.211866288,0.5699903846,2.5,0.975,0.6,,,0.925,0.74475,739,753,637
case_CL120_EHR_034__anon_41d5997e39409dfd,case_CL120_EHR_034,GPT-5.6 Sol,closed_success,26,2,document_or_image_quality_problem,heavy,0.9,0.675,0.225,0.75,0.106731635,0.2693181818,0.1706639782,0.4519886364,2,0.975,,1,0.925,,,740,326,869
case_CL120_EHR_058__anon_bccc18593eaa2fc0,case_CL120_EHR_058,GPT-5.6 Sol,closed_success,6,3,misstated_family_or_patient_information,moderate,0.9333333333,0.675,0.2583333333,0.875,0.1226869322,0.2833333333,0.2163892455,0.6066666667,3,0.8666666667,1,,,,,741,237,782
case_CL120_EHR_063__anon_eeb07f0612441088,case_CL120_EHR_063,DeepSeek-V4-Pro,closed_success,11,4,caregiver_conflict_or_fatigue,moderate,0.8076923077,0.6768028846,0.1308894231,0.75,0.09549382851,0.2471153846,0.2023176044,0.5101923077,2,0.375,0.975,,,0.9625,1,742,557,929
case_CL120_EHR_053__anon_85428fcf97f1f28a,case_CL120_EHR_053,Doubao-Seed-2.0-lite,closed_success,4,2,caregiver_conflict_or_fatigue,light,0.7485576923,0.6772836538,0.07127403846,0.875,0.1329383432,0.3519230769,0.1582129838,0.4064903846,3.5,0.6,0.95,,,0.225,0.9375,743,879,731
case_CL120_EHR_076__anon_b33d378bbefd3db0,case_CL120_EHR_076,GLM-5,closed_success,24,12,low_adherence_or_refusal,moderate,0.9,0.6775,0.2225,0.875,0.09848857802,0.24,0.1053861945,0.245,3.5,0.75,1,,,1,,744,335,912
case_CL120_EHR_089__anon_f9e7214e56fe6845,case_CL120_EHR_089,MiniMax M3,runtime_error,7,1,cost_transport_or_work_barrier,light,0.7269230769,0.6776634615,0.04925961538,0.875,0.08432550652,0.2103846154,0.08779879391,0.2423076923,2.5,,1,,0.35,1,0.7545,745,941,983
case_CL120_EHR_009__anon_2c279c5c015eb402,case_CL120_EHR_009,Qwen3-30B-A3B-Instruct-2507,closed_success,14,8,cost_transport_or_work_barrier,moderate,0.8524038462,0.6786057692,0.1737980769,0.75,0.06487846726,0.1826923077,0.1012874633,0.2711538462,2,,0.975,,0.825,0.7875,0.90625,746,447,1079
case_CL120_EHR_117__anon_461a1e82631b2a16,case_CL120_EHR_117,GPT-5.4,closed_success,16,2,external_system_gap,moderate,0.8790178571,0.6803571429,0.1986607143,1,0.2612865044,0.6392857143,0.3451453856,0.7346875,3.5,,1,0.90625,0.75,,0.8625,747,390,257
case_CL120_EHR_021__anon_2a3e4994fe4bfb84,case_CL120_EHR_021,GPT-5.6 Sol,open_at_100,100,11,incomplete_patient_information,light,0.9045454545,0.6806818182,0.2238636364,1,0.1836721879,0.4477272727,0.2471133709,0.65,4,1,1,0.65,,,,748,330,489
case_CL120_EHR_062__anon_74417d7de2c5e7a2,case_CL120_EHR_062,DeepSeek-V3.2,closed_success,10,4,medication_confusion_or_execution_failure,moderate,0.775,0.68125,0.09375,0.875,0.06718548124,0.1833333333,0.1508223983,0.3541666667,3.5,0.55,1,,,,,749,773,1068
case_CL120_EHR_015__anon_46379c94bd57b79f,case_CL120_EHR_015,DeepSeek-V4-Pro,closed_success,30,17,delayed_or_staged_result_return,heavy,0.7460227273,0.6818181818,0.06420454545,1,0.1644282744,0.4454545455,0.2854000189,0.7609659091,4.5,1,1,0.3,,,,750,903,573
case_CL120_EHR_103__anon_42021de0da363851,case_CL120_EHR_103,Qwen3.8-Max,closed_success,12,2,caregiver_conflict_or_fatigue,heavy,0.7836538462,0.6819711538,0.1016826923,0.875,0.06764125793,0.1817307692,0.1359622588,0.3557692308,3.5,0.4,0.975,,,1,0.96875,751,728,1065
case_CL120_EHR_116__anon_2a83997d2e64c09a,case_CL120_EHR_116,GPT-5.6 Sol,closed_success,10,2,low_adherence_or_refusal,moderate,0.91,0.6825,0.2275,0.875,0.1687453703,0.44,0.1631094341,0.44,3.5,0.775,1,,,1,,752,317,551
case_CL120_EHR_101__anon_07f8f85cd9aecf3c,case_CL120_EHR_101,GPT-5.4,closed_success,12,3,incomplete_patient_information,heavy,0.844375,0.6825,0.161875,1,0.160935983,0.43875,0.2595932755,0.6829375,4.5,0.85,,0.7125,,,1,753,481,583
case_CL120_EHR_055__anon_370fd0c9835a4634,case_CL120_EHR_055,Kimi K2,closed_success,17,6,delayed_or_staged_result_return,light,0.6833333333,0.6833333333,0,1,0.1260373622,0.3166666667,0.2618347224,0.7175,5,0.525,0.8,,1,,,754,1095,772
case_CL120_EHR_112__anon_6bc022c277f5d81f,case_CL120_EHR_112,Qwen3.8-Max,closed_success,10,4,medication_confusion_or_execution_failure,moderate,0.7666666667,0.6833333333,0.08333333333,0.875,0.1211024302,0.275,0.1323808345,0.3729166667,3,0.55,1,,,,,755,839,791
