packet_id,case_id,doctor_model,terminal_status,turns_completed,workspace_turn_count,primary_friction,friction_intensity,friction_capability_composite_median4,careloop_real_world_robustness_median4,fcc_minus_crwr,clinical_error_gate_median4,fcc_judge_sd,fcc_judge_range,crwr_judge_sd,crwr_judge_range,ordinal_grade_median4,domain_information_repair_median4,domain_constraint_navigation_median4,domain_dynamic_reprioritization_median4,domain_execution_loop_repair_median4,domain_state_sensitive_communication_median4,domain_bounded_closure_continuity_median4,review_order_low_crwr,review_order_large_safety_gap,review_order_high_judge_dispersion
case_CL120_EHR_078__anon_f06d54a898736393,case_CL120_EHR_078,Doubao-Seed-2.0-lite,closed_success,8,1,misstated_family_or_patient_information,moderate,0.893452381,0.7855654762,0.1078869048,0.875,0.1536552552,0.4077380952,0.2217598542,0.5558035714,3,0.8416666667,,0.9625,,,,929,689,620
case_CL120_EHR_051__anon_b549fd4a2823f31b,case_CL120_EHR_051,GPT-5.6 Sol,closed_success,9,2,incomplete_patient_information,heavy,0.78625,0.78625,0,1,0.1447988233,0.30875,0.1447988233,0.30875,4,0.7,,0.825,,,0.96875,930,1088,669
case_CL120_EHR_029__anon_a92c2d8ac6670a13,case_CL120_EHR_029,GLM-5,closed_success,13,6,cost_transport_or_work_barrier,moderate,0.7870833333,0.7870833333,0,1,0.08278992491,0.2131,0.2540259542,0.610835,5,0.525,0.975,,0.85,,0.83125,931,1049,993
case_CL120_EHR_066__anon_cfe7a316552189b9,case_CL120_EHR_066,DeepSeek-V3.2,closed_success,12,5,low_adherence_or_refusal,moderate,0.88,0.7875,0.0925,0.875,0.3513812033,0.87,0.3496611529,0.8815,3.5,0.7,1,,,1,,932,783,50
case_CL120_EHR_003__anon_34d9ef3cf1c6212c,case_CL120_EHR_003,MiniMax M3,closed_success,19,1,caregiver_conflict_or_fatigue,light,0.8865384615,0.7877403846,0.09879807692,0.875,0.06245375508,0.1442307692,0.06108075636,0.1375,3.5,1,1,0.575,,1,,933,748,1090
case_CL120_EHR_061__anon_2657e3ec615575ca,case_CL120_EHR_061,Qwen3.8-Max,closed_success,8,4,incomplete_patient_information,moderate,0.9083333333,0.7895833333,0.11875,0.875,0.08848650242,0.2333333333,0.2755476712,0.7316666667,3,0.8416666667,1,,,,,934,607,964
case_CL120_EHR_052__anon_6384a82d296d05e1,case_CL120_EHR_052,GPT-5.4,closed_success,6,2,medication_confusion_or_execution_failure,extreme,0.9011363636,0.7896306818,0.1115056818,1,0.1981521363,0.4727272727,0.1943080447,0.4727272727,3.5,0.775,1,,,,0.83125,935,662,441
case_CL120_EHR_043__anon_4580726602bf280a,case_CL120_EHR_043,GLM-5,closed_success,16,7,caregiver_conflict_or_fatigue,moderate,0.825,0.7916666667,0.03333333333,1,0.09816015824,0.2666666667,0.2687974764,0.72,5,0.5,1,,1,,,936,964,914
case_CL120_EHR_039__anon_6039a021fbf82c6a,case_CL120_EHR_039,GLM-5,closed_success,9,5,cost_transport_or_work_barrier,light,0.8991346154,0.7926201923,0.1065144231,0.875,0.3273516139,0.7821153846,0.3628569944,0.8887403846,3.5,,0.975,,0.975,0.65,0.77125,937,699,82
case_CL120_EHR_113__anon_fd25be353011f8ec,case_CL120_EHR_113,MiniMax M3,closed_success,21,2,caregiver_conflict_or_fatigue,moderate,0.8902884615,0.7927163462,0.09757211538,0.875,0.1105836954,0.2228846154,0.3063876411,0.7280096154,3.5,0.975,0.975,,,1,0.90875,938,754,843
case_CL120_EHR_016__anon_82cbb53e2ca7be98,case_CL120_EHR_016,Doubao-Seed-2.0-lite,closed_success,6,1,low_adherence_or_refusal,heavy,0.91,0.7975,0.1125,0.875,0.3955692101,0.92,0.3765364358,0.92,3.5,0.775,1,,,1,,939,651,10
case_CL120_EHR_101__anon_609202d99e66c0c7,case_CL120_EHR_101,Qwen3.8-Max,closed_success,10,5,incomplete_patient_information,heavy,0.914,0.79815625,0.11584375,0.875,0.1101928615,0.29765,0.2899824578,0.7541775,3,0.875,,0.9625,,,0.9175,940,629,848
case_CL120_EHR_013__anon_0830e39f96c44afb,case_CL120_EHR_013,Doubao-Seed-2.0-lite,closed_success,7,2,caregiver_conflict_or_fatigue,moderate,0.7994318182,0.7994318182,0,1,0.1939803682,0.4725,0.2996170166,0.7208295455,4.5,0.575,1,,,,0.83125,941,1023,451
case_CL120_EHR_017__anon_c0904c67c851dd81,case_CL120_EHR_017,DeepSeek-V3.2,closed_success,25,9,external_system_gap,heavy,0.82,0.8,0.02,1,0.09898354942,0.2383333333,0.2691958576,0.6836666667,4,0.6,0.825,,1,,1,942,976,908
case_CL120_EHR_019__anon_f8dcba04a6e23144,case_CL120_EHR_019,GLM-5,closed_success,9,7,cost_transport_or_work_barrier,light,0.89,0.8,0.09,1,0.1081665383,0.3,0.2649282922,0.692,5,0.725,1,,,1,,943,797,863
case_CL120_EHR_055__anon_495d44d758f41984,case_CL120_EHR_055,Qwen3.8-Max,closed_success,12,2,delayed_or_staged_result_return,light,0.8,0.8,0,1,0.1605113357,0.3666666667,0.3058761891,0.7783333333,4.5,0.9,0.8,,0.9,,,944,1096,588
case_CL120_EHR_037__anon_b2265ae9562060ff,case_CL120_EHR_037,GPT-5.4,closed_success,14,1,external_system_gap,light,0.9208333333,0.8,0.1208333333,1,0.1053062663,0.2666666667,0.2462735069,0.65875,5,0.8416666667,1,,,,,945,596,878
case_CL120_EHR_040__anon_d7fdc68fc644e6c7,case_CL120_EHR_040,MiniMax M3,closed_success,16,2,privacy_stigma_or_sensitive_history,light,0.8,0.8,0,1,0.09940431637,0.275,0.1622643503,0.4428571429,4,0.575,0.975,,0.9,1,,946,1066,906
case_CL120_EHR_045__anon_50a1c291733b27ef,case_CL120_EHR_045,GPT-5.4,closed_success,20,2,delayed_or_staged_result_return,moderate,0.9159090909,0.8,0.1159090909,0.875,0.1454290194,0.3772727273,0.3006888247,0.7753977273,3.5,0.975,1,0.80625,,,,947,628,663
case_CL120_EHR_061__anon_bb327803c94c1646,case_CL120_EHR_061,GPT-5.6 Sol,closed_success,10,2,incomplete_patient_information,moderate,0.8,0.8,0,1,0.1815610358,0.4916666667,0.1815610358,0.4916666667,5,0.6,1,,,,,948,1106,495
case_CL120_EHR_062__anon_571b5c62655874c9,case_CL120_EHR_062,GPT-5.4,closed_success,8,1,medication_confusion_or_execution_failure,moderate,0.8208333333,0.8,0.02083333333,1,0.0581470239,0.1333333333,0.1176887428,0.2854166667,5,0.6416666667,1,,,,,949,975,1114
case_CL120_EHR_056__anon_b7779611fe3cb4e2,case_CL120_EHR_056,Qwen3.8-Max,closed_success,67,12,low_adherence_or_refusal,light,0.9727272727,0.8022727273,0.1704545455,0.875,0.05943953105,0.1454545455,0.2490107494,0.6690909091,3,0.925,1,,,,1,950,459,1107
case_CL120_EHR_049__anon_93c35518d28113b1,case_CL120_EHR_049,GPT-5.4,closed_success,5,1,cost_transport_or_work_barrier,moderate,0.8270192308,0.8024038462,0.02461538462,1,0.08542970267,0.2144230769,0.1405338025,0.3580288462,4.5,,1,,0.85,1,0.69375,951,972,979
case_CL120_EHR_115__anon_a5ef425c220de124,case_CL120_EHR_115,GPT-5.4,closed_success,7,2,delayed_or_staged_result_return,moderate,0.9041071429,0.8030803571,0.1010267857,0.875,0.1520724969,0.365,0.2339502731,0.52375,3.5,0.975,,0.94375,0.8,,0.90875,952,730,631
case_CL120_EHR_010__anon_47f022ce59507041,case_CL120_EHR_010,DeepSeek-V3.2,closed_success,14,6,privacy_stigma_or_sensitive_history,moderate,0.8039772727,0.8039772727,0,1,0.1258759982,0.3181818182,0.2753653365,0.6668181818,5,0.475,1,0.98125,,,,953,1014,773
case_CL120_EHR_073__anon_193a7a0f55d90a9e,case_CL120_EHR_073,Doubao-Seed-2.0-lite,closed_success,13,1,caregiver_conflict_or_fatigue,light,0.9086538462,0.8046875,0.1039663462,0.875,0.3068109184,0.7528846154,0.3325027815,0.8146634615,3.5,0.75,1,,,1,0.9375,954,719,125
case_CL120_EHR_110__anon_ca86403c073dfe6d,case_CL120_EHR_110,GPT-5.4,closed_success,7,1,privacy_stigma_or_sensitive_history,moderate,0.9089285714,0.8066964286,0.1022321429,0.875,0.1213366249,0.2821428571,0.2137050354,0.4616071429,3,0.775,0.975,,0.95,0.9625,,955,723,789
case_CL120_EHR_070__anon_36471f282f27b194,case_CL120_EHR_070,DeepSeek-V3.2,closed_success,4,3,privacy_stigma_or_sensitive_history,light,0.8928571429,0.8071428571,0.08571428571,0.875,0.09442360047,0.2571428571,0.147199625,0.3642857143,3.5,0.775,1,,0.975,1,,956,824,934
case_CL120_EHR_002__anon_675367c76a08ffb7,case_CL120_EHR_002,Doubao-Seed-2.0-lite,closed_success,30,2,medication_confusion_or_execution_failure,light,0.9208333333,0.8072916667,0.1135416667,0.875,0.143493128,0.375,0.3066430301,0.78125,3.5,0.8416666667,1,,,,,957,642,677
case_CL120_EHR_089__anon_6e2600c3ccb23981,case_CL120_EHR_089,GPT-5.4,open_at_100,100,0,cost_transport_or_work_barrier,light,0.8081730769,0.8081730769,0,1,0.2626465673,0.7067307692,0.2930970873,0.7800480769,4,,1,,0.4,1,0.96875,958,1152,253
case_CL120_EHR_053__anon_33e892cf31c53cde,case_CL120_EHR_053,Qwen3.8-Max,closed_success,6,3,caregiver_conflict_or_fatigue,light,0.8081730769,0.8081730769,0,1,0.14345142,0.3817307692,0.1994279343,0.5362980769,5,0.4,1,,,1,0.96875,959,1091,678
case_CL120_EHR_038__anon_cf1e62c00f79c3e7,case_CL120_EHR_038,Qwen3-30B-A3B-Instruct-2507,closed_success,9,3,misstated_family_or_patient_information,light,0.8083333333,0.8083333333,0,1,0.178669368,0.475,0.3038432034,0.7729166667,4.5,0.6166666667,1,,,,,960,1061,503
case_CL120_EHR_070__anon_3160ebc9c14e3dc1,case_CL120_EHR_070,Qwen3-30B-A3B-Instruct-2507,closed_success,17,5,privacy_stigma_or_sensitive_history,light,0.9571428571,0.8089285714,0.1482142857,0.875,0.03553526561,0.1,0.1213366249,0.2821428571,3,0.975,1,,0.975,1,,961,510,1163
case_CL120_EHR_015__anon_0b7a78fce96149ff,case_CL120_EHR_015,Qwen3.8-Max,closed_success,25,3,delayed_or_staged_result_return,heavy,0.8090909091,0.8090909091,0,1,0.1481288249,0.4181818182,0.3000247924,0.7963636364,4.5,1,1,0.3,,,,962,1028,652
case_CL120_EHR_021__anon_d3305da7dd90973e,case_CL120_EHR_021,DeepSeek-V3.2,open_at_100,100,42,incomplete_patient_information,light,0.8090909091,0.8090909091,0,1,0.06123724357,0.1727272727,0.2561951098,0.6484090909,4,1,1,0.3,,,,963,1040,1094
case_CL120_EHR_048__anon_2cfb658b4d490aaf,case_CL120_EHR_048,GPT-5.6 Sol,closed_success,21,4,misstated_family_or_patient_information,moderate,0.8090909091,0.8090909091,0,1,0.1012747234,0.2602272727,0.26748035,0.6465340909,5,0.8,1,0.3,,,,964,1085,895
case_CL120_EHR_119__anon_409f796ca9121973,case_CL120_EHR_119,Qwen3-30B-A3B-Instruct-2507,runtime_error,30,17,cost_transport_or_work_barrier,heavy,0.9384038462,0.8096923077,0.1287115385,0.875,0.03435159504,0.09230769231,0.1293314323,0.3040865385,3,,1,,0.9,1,0.96875,965,558,1169
case_CL120_EHR_016__anon_89d344a19e63cd9f,case_CL120_EHR_016,GPT-5.6 Sol,closed_success,3,1,low_adherence_or_refusal,heavy,0.85,0.81,0.04,1,0.08062257748,0.22,0.127444841,0.355,4.5,0.9,1,,,1,,966,952,1009
case_CL120_EHR_095__anon_a47d4c5fb64682aa,case_CL120_EHR_095,GPT-5.6 Sol,closed_success,21,2,delayed_or_staged_result_return,moderate,0.8107142857,0.8107142857,0,1,0.3139621502,0.7573214286,0.3370776117,0.8179910714,4,0.6,,0.65,1,,1,967,1161,108
case_CL120_EHR_017__anon_206d4fba1f19dcaf,case_CL120_EHR_017,DeepSeek-V4-Pro,closed_success,36,11,external_system_gap,heavy,0.9333333333,0.8116666667,0.1216666667,0.875,0.3538861634,0.8566666667,0.3696486766,0.9498333333,3.5,0.75,1,,1,,1,968,586,46
case_CL120_EHR_068__anon_1190d20d76a4431f,case_CL120_EHR_068,GPT-5.6 Sol,closed_success,30,1,misstated_family_or_patient_information,heavy,0.8857142857,0.8119047619,0.07380952381,1,0.1108805715,0.3,0.1511893045,0.3642857143,5,0.9333333333,,1,,,,969,871,840
case_CL120_EHR_048__anon_855e59ae05cf1506,case_CL120_EHR_048,Kimi K2,closed_success,12,2,misstated_family_or_patient_information,moderate,0.8125,0.8125,0,1,0.1465809986,0.4136363636,0.2999614031,0.7947727273,5,0.775,1,0.6375,,,,970,1086,659
case_CL120_EHR_083__anon_7a8446ceabbbf53e,case_CL120_EHR_083,GPT-5.6 Sol,closed_success,18,1,caregiver_conflict_or_fatigue,moderate,0.8153846154,0.8153846154,0,1,0.3168334889,0.7634615385,0.3484008492,0.8372115385,5,0.4,1,,,1,1,971,1142,103
case_CL120_EHR_089__anon_37523bdb8812621d,case_CL120_EHR_089,GPT-5.6 Sol,closed_success,25,1,cost_transport_or_work_barrier,light,0.8153846154,0.8153846154,0,1,0.1059948969,0.2951923077,0.1059948969,0.2951923077,5,,1,,0.4,1,1,972,1150,874
case_CL120_EHR_085__anon_66f13b18407ddd9e,case_CL120_EHR_085,Qwen3.8-Max,closed_success,5,4,delayed_or_staged_result_return,heavy,0.9334821429,0.8157366071,0.1177455357,0.875,0.2022411501,0.5069642857,0.3235943244,0.8274375,3.5,0.975,,0.7875,0.975,,0.96875,973,615,422
case_CL120_EHR_114__anon_6f778a97b2f35727,case_CL120_EHR_114,GLM-5,closed_success,8,6,document_or_image_quality_problem,moderate,0.9210227273,0.8157670455,0.1052556818,0.875,0.09532255485,0.2147727273,0.3010935031,0.7251704545,3.5,0.875,,0.94375,0.95,,,974,706,930
case_CL120_EHR_033__anon_643551247b5fcc22,case_CL120_EHR_033,Qwen3.8-Max,closed_success,10,4,caregiver_conflict_or_fatigue,heavy,0.8181818182,0.8181818182,0,1,0.09748913904,0.2545454545,0.2788430755,0.7390909091,5,0.5,1,,,,1,975,1056,922
case_CL120_EHR_056__anon_45b866f341c1fb75,case_CL120_EHR_056,DeepSeek-V3.2,closed_success,17,9,low_adherence_or_refusal,light,0.9237954545,0.81875,0.1050454545,1,0.1486202695,0.3625,0.1817028275,0.3643068182,4,0.95,1,,,,0.96875,976,708,650
case_CL120_EHR_107__anon_5ee25a184114dbd3,case_CL120_EHR_107,DeepSeek-V4-Pro,closed_success,10,5,external_system_gap,light,0.821875,0.8205357143,0.001339285714,1,0.08191538525,0.2,0.2700893288,0.7190625,5,,0.65,1,1,,1,977,994,1000
case_CL120_EHR_002__anon_b11480da78820b41,case_CL120_EHR_002,GLM-5,closed_success,7,4,medication_confusion_or_execution_failure,light,0.8208333333,0.8208333333,0,1,0.1902460943,0.5,0.3097736629,0.7816666667,4,0.6416666667,1,,,,,978,998,466
case_CL120_EHR_117__anon_7e31f43c3e5a7f92,case_CL120_EHR_117,GLM-5,closed_success,7,4,external_system_gap,moderate,0.9280714286,0.8210535714,0.1070178571,0.875,0.1862239598,0.4560714286,0.3327181432,0.809625,3.5,,1,0.94375,0.95,,0.78725,979,695,481
case_CL120_EHR_027__anon_94433e48527719ef,case_CL120_EHR_027,GPT-5.4,closed_success,4,1,external_system_gap,moderate,0.8227678571,0.8227678571,0,1,0.3182771947,0.8053571429,0.3560785565,0.8935714286,4,0.6,1,0.98125,,,0.725,980,1046,98
case_CL120_EHR_008__anon_14d429c87f68ff06,case_CL120_EHR_008,GLM-5,closed_success,41,17,misstated_family_or_patient_information,moderate,0.9416666667,0.8229166667,0.11875,1,0.290914208,0.7083333333,0.2768619887,0.7083333333,4,0.8833333333,1,,,,,981,604,169
case_CL120_EHR_093__anon_c13c4c4ece3d56a1,case_CL120_EHR_093,MiniMax M3,closed_success,29,1,caregiver_conflict_or_fatigue,moderate,0.9307692308,0.8230769231,0.1076923077,0.875,0.1695800591,0.4153846154,0.3269789545,0.7953846154,3.5,0.775,1,,,1,1,982,690,547
case_CL120_EHR_049__anon_48a63f54d728043f,case_CL120_EHR_049,DeepSeek-V4-Pro,closed_success,13,7,cost_transport_or_work_barrier,moderate,0.9413461538,0.8242788462,0.1170673077,0.875,0.2718497064,0.6644230769,0.2954123682,0.7483173077,3,,1,,1,0.825,0.8625,983,619,223
case_CL120_EHR_011__anon_233e6550d120a15f,case_CL120_EHR_011,Qwen3.8-Max,closed_success,53,1,incomplete_patient_information,moderate,0.933125,0.82484375,0.10828125,0.875,0.3129609101,0.75625,0.335317087,0.8171875,3,0.875,,0.94375,,,1,984,685,113
case_CL120_EHR_056__anon_758673e7e56057d8,case_CL120_EHR_056,GPT-5.6 Sol,closed_success,8,3,low_adherence_or_refusal,light,0.825,0.825,0,1,0.143698057,0.4011363636,0.2020471018,0.5508522727,4,0.9,0.825,,,,0.725,985,1099,676
case_CL120_EHR_095__anon_89818ccfec9df890,case_CL120_EHR_095,GPT-5.4,closed_success,19,2,delayed_or_staged_result_return,moderate,0.825,0.825,0,1,0.3000141997,0.7258928571,0.3264117374,0.7944196429,4.5,0.8,,0.65,0.85,,1,986,1160,137
case_CL120_EHR_081__anon_1871cefabb3e97e5,case_CL120_EHR_081,GPT-5.6 Sol,closed_success,3,2,incomplete_patient_information,moderate,0.825,0.825,0,1,0.08247158602,0.23,0.08247158602,0.23,5,0.6,,0.9625,,,0.96875,987,1139,994
case_CL120_EHR_096__anon_cdea097dcecf8b8b,case_CL120_EHR_096,DeepSeek-V4-Pro,open_at_100,100,35,low_adherence_or_refusal,moderate,0.9325,0.8275,0.105,0.875,0.03646488036,0.1,0.1207787233,0.285,3,0.875,1,,,1,,988,709,1161
case_CL120_EHR_070__anon_be76ba0042e77c4b,case_CL120_EHR_070,GPT-5.6 Sol,closed_success,7,2,privacy_stigma_or_sensitive_history,light,0.9071428571,0.8285714286,0.07857142857,1,0.08229799016,0.1714285714,0.09443626373,0.2607142857,5,1,1,,0.675,1,,989,858,996
case_CL120_EHR_078__anon_2f3638e6910a15a4,case_CL120_EHR_078,DeepSeek-V3.2,closed_success,37,8,misstated_family_or_patient_information,moderate,0.9392857143,0.8294642857,0.1098214286,0.875,0.1482331098,0.3630952381,0.2251597143,0.5223214286,3.5,0.95,,0.925,,,,990,669,651
case_CL120_EHR_053__anon_82f6320261aba2bf,case_CL120_EHR_053,GPT-5.4,closed_success,4,2,caregiver_conflict_or_fatigue,light,0.8307692308,0.8307692308,0,1,0.1192462769,0.2846153846,0.1781540319,0.4634615385,5,0.8,0.95,,,0.4,1,991,1092,796
case_CL120_EHR_115__anon_7fc0250c19138c2b,case_CL120_EHR_115,Qwen3.8-Max,closed_success,7,4,delayed_or_staged_result_return,moderate,0.9429464286,0.8312053571,0.1117410714,1,0.2408004553,0.5857142857,0.244238092,0.5857142857,4.5,0.975,,0.925,0.95,,0.96875,992,661,314
case_CL120_EHR_012__anon_98082289602f21e7,case_CL120_EHR_012,Qwen3.8-Max,closed_success,52,3,medication_confusion_or_execution_failure,moderate,0.9416666667,0.83125,0.1104166667,0.875,0.3329946196,0.8,0.3478028132,0.85,3.5,0.8833333333,1,,,,,993,666,71
case_CL120_EHR_100__anon_b82d8ad9bb153422,case_CL120_EHR_100,GPT-5.4,closed_success,20,2,privacy_stigma_or_sensitive_history,moderate,0.9428571429,0.8321428571,0.1107142857,0.875,0.08421304373,0.2,0.1853275506,0.4,3,1,1,,0.8,1,,994,665,984
case_CL120_EHR_012__anon_c79691f1658f157c,case_CL120_EHR_012,DeepSeek-V4-Pro,closed_success,47,23,medication_confusion_or_execution_failure,moderate,0.875,0.8333333333,0.04166666667,1,0.1029933925,0.2666666667,0.1547672704,0.3875,4.5,0.775,1,,,,,995,951,890
case_CL120_EHR_022__anon_57270d23b74dcd75,case_CL120_EHR_022,GPT-5.4,closed_success,11,3,medication_confusion_or_execution_failure,light,0.8333333333,0.8333333333,0,1,0.09232716586,0.25,0.2757743989,0.6941666667,5,0.6666666667,1,,,,,996,1041,943
case_CL120_EHR_044__anon_01b4d2604f247138,case_CL120_EHR_044,GPT-5.4,closed_success,28,1,document_or_image_quality_problem,moderate,0.8333333333,0.8333333333,0,1,0.1190238071,0.2666666667,0.1190238071,0.2666666667,5,0.8666666667,1,,,,,997,1076,799
case_CL120_EHR_067__anon_68279efc522281b5,case_CL120_EHR_067,MiniMax M3,closed_success,17,0,external_system_gap,heavy,0.9,0.8333333333,0.06666666667,1,0.1414213562,0.3333333333,0.1848422751,0.4,5,1,0.8,,0.95,,,998,894,685
case_CL120_EHR_067__anon_a4de4156eee4c856,case_CL120_EHR_067,DeepSeek-V4-Pro,closed_success,25,12,external_system_gap,heavy,0.925,0.8333333333,0.09166666667,1,0.1371206889,0.3333333333,0.2899912445,0.7025,4,0.9,1,,0.9,,,999,787,707
case_CL120_EHR_100__anon_7dd689059c601957,case_CL120_EHR_100,MiniMax M3,closed_success,59,1,privacy_stigma_or_sensitive_history,moderate,0.9446428571,0.8334821429,0.1111607143,0.875,0.1399793853,0.3428571429,0.2188787659,0.5071428571,3,1,1,,0.85,1,,1000,664,695
case_CL120_EHR_009__anon_db01ae667c325e9d,case_CL120_EHR_009,MiniMax M3,closed_success,25,1,cost_transport_or_work_barrier,moderate,0.9456730769,0.8342548077,0.1114182692,0.875,0.3787170929,0.9048076923,0.3946669382,0.9666826923,3,,1,,0.95,1,0.83125,1001,663,24
case_CL120_EHR_069__anon_1428660d27160316,case_CL120_EHR_069,GPT-5.4,open_at_100,100,0,cost_transport_or_work_barrier,extreme,0.8346153846,0.8346153846,0,1,0.1127893222,0.3115384615,0.1127893222,0.3115384615,4,,1,,0.7,1,0.8,1002,1116,831
case_CL120_EHR_106__anon_5ca278a7d89a98e1,case_CL120_EHR_106,GPT-5.4,closed_success,26,0,low_adherence_or_refusal,light,0.96,0.835,0.125,1,0.351539027,0.835,0.3266568345,0.835,4,0.9,1,,,1,,1003,570,49
case_CL120_EHR_078__anon_8fbbc8c021410a94,case_CL120_EHR_078,Qwen3.8-Max,closed_success,43,4,misstated_family_or_patient_information,moderate,0.9473214286,0.8354910714,0.1118303571,0.875,0.3155902689,0.7571428571,0.3347807081,0.8178571429,3,0.95,,0.94375,,,,1004,660,106
case_CL120_EHR_011__anon_1c18b7010517d753,case_CL120_EHR_011,Kimi K2,closed_success,15,2,incomplete_patient_information,moderate,0.83625,0.83625,0,1,0.08926512039,0.24625,0.2742265878,0.6841875,5,0.8,,1,,,0.69375,1005,1017,957
case_CL120_EHR_104__anon_2d2096d093f62cd9,case_CL120_EHR_104,GPT-5.6 Sol,closed_success,4,1,document_or_image_quality_problem,light,0.8363636364,0.8363636364,0,1,0.1225377324,0.3,0.1225377324,0.3,5,1,,1,0.55,,,1006,1179,783
case_CL120_EHR_098__anon_3086c4fa063a208e,case_CL120_EHR_098,GPT-5.6 Sol,closed_success,13,0,misstated_family_or_patient_information,moderate,0.9619047619,0.8369047619,0.125,0.875,0.06317380553,0.1523809524,0.1430207397,0.3642857143,3,0.9333333333,,1,,,,1007,568,1087
case_CL120_EHR_077__anon_1951b36e699b6bd6,case_CL120_EHR_077,GPT-5.6 Sol,closed_success,9,3,external_system_gap,moderate,0.9026785714,0.8375,0.06517857143,1,0.0723861593,0.175,0.1011490185,0.2834821429,5,,1,0.7875,1,,1,1008,900,1044
case_CL120_EHR_100__anon_fa8b7141669640a1,case_CL120_EHR_100,Qwen3.8-Max,closed_success,18,6,privacy_stigma_or_sensitive_history,moderate,0.95,0.8375,0.1125,0.875,0.08835226341,0.2142857143,0.186408387,0.4107142857,3.5,1,1,,0.825,1,,1009,655,966
case_CL120_EHR_011__anon_df3b9feededcc129,case_CL120_EHR_011,MiniMax M3,closed_success,25,2,incomplete_patient_information,moderate,0.8375,0.8375,0,1,0.1487808513,0.38965,0.2961061214,0.7343775,4.5,0.7,,1,,,0.76725,1010,1021,649
case_CL120_EHR_117__anon_0a988c1b428a28c3,case_CL120_EHR_117,GPT-5.6 Sol,closed_success,11,3,external_system_gap,moderate,0.8392857143,0.8392857143,0,1,0.2872762654,0.6973214286,0.3167778932,0.7729910714,4,,1,0.65,0.7,,1,1011,1195,180
case_CL120_EHR_017__anon_6dc128a6375aa1f4,case_CL120_EHR_017,Kimi K2,closed_success,45,5,external_system_gap,heavy,0.84,0.84,0,1,0.09836929957,0.2525,0.2837459777,0.738375,5,0.5,1,,1,,1,1012,1033,913
case_CL120_EHR_076__anon_4d49663c1f6d46aa,case_CL120_EHR_076,GPT-5.6 Sol,closed_success,15,0,low_adherence_or_refusal,moderate,0.88,0.84,0.04,1,0.0894427191,0.24,0.1430690393,0.37,5,0.7,1,,,1,,1013,953,956
case_CL120_EHR_001__anon_65393fdc139bbca4,case_CL120_EHR_001,GPT-5.6 Sol,closed_success,5,4,incomplete_patient_information,light,0.84,0.84,0,1,0.0692820323,0.16,0.0692820323,0.16,5,0.6,,1,,,1,1014,996,1055
case_CL120_EHR_014__anon_a6cd3a761a668ebc,case_CL120_EHR_014,DeepSeek-V4-Pro,closed_success,12,5,document_or_image_quality_problem,moderate,0.84,0.84,0,1,0.05893256209,0.1625,0.2616209295,0.638625,5,0.6,,0.8875,,,1,1015,1027,1110
case_CL120_EHR_066__anon_f41324893edebec0,case_CL120_EHR_066,Qwen3.8-Max,closed_success,20,3,low_adherence_or_refusal,moderate,0.91,0.84,0.07,1,0.07533259587,0.16,0.09469523483,0.265,5,0.775,1,,,1,,1016,881,1036
case_CL120_EHR_079__anon_13c10166a410c5d7,case_CL120_EHR_079,GLM-5,closed_success,10,3,cost_transport_or_work_barrier,moderate,0.9533653846,0.8400240385,0.1133413462,0.875,0.05077296388,0.1086538462,0.1629116617,0.3314903846,3.5,,1,,0.975,1,0.83125,1017,646,1128
case_CL120_EHR_069__anon_e627fc3f76009f66,case_CL120_EHR_069,Qwen3.8-Max,open_at_100,100,5,cost_transport_or_work_barrier,extreme,0.8405769231,0.8405769231,0,1,0.2270869427,0.5836538462,0.268761693,0.6877403846,3.5,,0.95,,0.675,1,0.8425,1018,1119,362
case_CL120_EHR_052__anon_c3ac9a8cdee2654c,case_CL120_EHR_052,Doubao-Seed-2.0-lite,closed_success,40,1,medication_confusion_or_execution_failure,extreme,0.9545454545,0.8409090909,0.1136363636,0.875,0.06822146101,0.1625,0.2907862466,0.706875,3.5,0.875,1,,,,1,1019,638,1061
case_CL120_EHR_096__anon_9a3fcc24e02b21b2,case_CL120_EHR_096,Qwen3-30B-A3B-Instruct-2507,closed_success,34,7,low_adherence_or_refusal,moderate,0.955,0.84125,0.11375,1,0.1812974076,0.44,0.194264438,0.44,4.5,0.975,0.95,,,1,,1020,637,496
case_CL120_EHR_102__anon_d63f9e784d50f076,case_CL120_EHR_102,GPT-5.4,closed_success,70,1,medication_confusion_or_execution_failure,heavy,0.9666666667,0.8416666667,0.125,0.875,0.06491848521,0.1583333333,0.1461779782,0.36875,3.5,0.9333333333,1,,,,,1021,569,1078
case_CL120_EHR_009__anon_14b6aaef8b45e47b,case_CL120_EHR_009,GPT-5.4,closed_success,27,0,cost_transport_or_work_barrier,moderate,0.9653846154,0.8423076923,0.1230769231,0.875,0.3877096088,0.9173076923,0.3874665676,0.9710576923,3,,1,,0.975,0.825,1,1022,578,14
case_CL120_EHR_115__anon_e8b03b914f1d6d4f,case_CL120_EHR_115,GLM-5,closed_success,12,9,delayed_or_staged_result_return,moderate,0.9598214286,0.8448660714,0.1149553571,0.875,0.193710306,0.4676785714,0.332616363,0.8136875,3.5,0.975,,0.94375,0.95,,0.96875,1023,634,452
